age,workclass,education,occupation,native-country,class
26, Private, Bachelors, Sales, South, <=50K
60, Self-emp-inc, Prof-school, Prof-specialty, United-States, >50K
68, ?, 7th-8th, ?, United-States, <=50K
32, Private, Some-college, Exec-managerial, United-States, <=50K
25, Local-gov, Bachelors, Exec-managerial, United-States, <=50K
43, Local-gov, HS-grad, Exec-managerial, ?, <=50K
26, ?, Bachelors, ?, United-States, <=50K
55, Private, Masters, Exec-managerial, United-States, >50K
66, Private, 10th, Transport-moving, United-States, <=50K
31, Private, HS-grad, Craft-repair, United-States, <=50K
35, Private, 5th-6th, Machine-op-inspct, ?, <=50K
58, Self-emp-inc, Prof-school, Prof-specialty, United-States, >50K
56, Private, Masters, Prof-specialty, ?, >50K
22, Private, Some-college, Other-service, United-States, <=50K
46, Local-gov, Bachelors, Exec-managerial, United-States, >50K
33, Private, Some-college, Other-service, United-States, <=50K
26, State-gov, Masters, Prof-specialty, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Farming-fishing, United-States, <=50K
45, Private, HS-grad, Other-service, United-States, <=50K
43, Private, Some-college, Prof-specialty, Puerto-Rico, <=50K
19, Private, 11th, Sales, ?, <=50K
27, Private, Bachelors, Exec-managerial, United-States, <=50K
51, Private, HS-grad, Sales, United-States, >50K
42, Private, HS-grad, Transport-moving, United-States, <=50K
43, Self-emp-not-inc, Some-college, Sales, Mexico, >50K
38, Private, Bachelors, Tech-support, United-States, >50K
44, Private, HS-grad, Adm-clerical, United-States, <=50K
36, Private, HS-grad, Craft-repair, United-States, >50K
37, Private, HS-grad, Other-service, Philippines, <=50K
29, Private, Bachelors, Exec-managerial, United-States, >50K
53, ?, HS-grad, ?, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Exec-managerial, Poland, <=50K
80, Private, Some-college, Adm-clerical, United-States, <=50K
61, Private, 11th, Transport-moving, United-States, <=50K
55, Private, Some-college, Craft-repair, United-States, <=50K
20, Private, Some-college, Other-service, United-States, <=50K
23, Private, HS-grad, Craft-repair, United-States, <=50K
48, Federal-gov, Some-college, Craft-repair, United-States, >50K
24, Private, Bachelors, Exec-managerial, United-States, <=50K
71, State-gov, HS-grad, Craft-repair, United-States, <=50K
49, Private, 11th, Other-service, United-States, <=50K
39, Federal-gov, HS-grad, Armed-Forces, United-States, <=50K
22, Private, Bachelors, Adm-clerical, United-States, <=50K
67, Federal-gov, Bachelors, Adm-clerical, United-States, <=50K
18, Private, HS-grad, Sales, United-States, <=50K
38, Private, Bachelors, Exec-managerial, United-States, >50K
38, ?, 7th-8th, ?, United-States, <=50K
50, Private, HS-grad, Adm-clerical, United-States, <=50K
56, Self-emp-not-inc, Assoc-acdm, Farming-fishing, United-States, <=50K
23, Private, Some-college, Other-service, United-States, <=50K
26, Private, Some-college, Transport-moving, United-States, <=50K
32, Private, HS-grad, Machine-op-inspct, United-States, <=50K
44, Private, Bachelors, Prof-specialty, United-States, >50K
27, Private, HS-grad, Farming-fishing, Mexico, <=50K
40, Local-gov, Some-college, Protective-serv, United-States, >50K
43, Private, Assoc-acdm, Handlers-cleaners, United-States, <=50K
31, State-gov, Some-college, Craft-repair, United-States, >50K
57, Private, Some-college, Craft-repair, United-States, >50K
25, Private, Bachelors, Exec-managerial, United-States, <=50K
22, Private, Assoc-voc, Other-service, United-States, <=50K
20, Local-gov, Assoc-voc, Adm-clerical, United-States, <=50K
27, Private, HS-grad, Sales, United-States, <=50K
39, Private, Some-college, Exec-managerial, Mexico, <=50K
27, State-gov, Masters, Prof-specialty, United-States, <=50K
41, Local-gov, HS-grad, Transport-moving, United-States, <=50K
31, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
41, Private, Assoc-acdm, Sales, United-States, <=50K
25, Private, Bachelors, Exec-managerial, United-States, <=50K
29, State-gov, Assoc-acdm, Prof-specialty, United-States, >50K
22, Private, HS-grad, Other-service, United-States, <=50K
62, Private, 7th-8th, Protective-serv, United-States, <=50K
29, Federal-gov, HS-grad, Exec-managerial, United-States, <=50K
44, Private, Some-college, Exec-managerial, United-States, >50K
32, Private, Bachelors, Adm-clerical, United-States, <=50K
19, ?, HS-grad, ?, United-States, <=50K
20, Private, Assoc-voc, Machine-op-inspct, United-States, <=50K
65, State-gov, Some-college, Machine-op-inspct, United-States, >50K
24, Private, HS-grad, Handlers-cleaners, United-States, <=50K
37, Self-emp-not-inc, Masters, Exec-managerial, United-States, >50K
43, Local-gov, HS-grad, Tech-support, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Sales, United-States, >50K
28, Private, Assoc-acdm, Sales, United-States, <=50K
33, Private, HS-grad, Handlers-cleaners, United-States, <=50K
32, Private, HS-grad, Adm-clerical, United-States, >50K
38, Private, Masters, Exec-managerial, United-States, >50K
33, Private, Some-college, Tech-support, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Exec-managerial, United-States, >50K
27, Private, HS-grad, Craft-repair, United-States, <=50K
41, Private, HS-grad, Handlers-cleaners, United-States, <=50K
47, Local-gov, Masters, Prof-specialty, United-States, >50K
55, Private, 11th, Exec-managerial, United-States, <=50K
30, Self-emp-not-inc, Some-college, Craft-repair, United-States, <=50K
54, Private, Some-college, Craft-repair, United-States, <=50K
40, Private, Bachelors, Adm-clerical, United-States, >50K
21, Private, HS-grad, Adm-clerical, United-States, <=50K
34, Private, Bachelors, Craft-repair, United-States, <=50K
30, Private, Bachelors, Prof-specialty, United-States, >50K
31, Private, Some-college, Adm-clerical, United-States, <=50K
22, Private, HS-grad, Transport-moving, United-States, <=50K
37, Private, HS-grad, Other-service, United-States, >50K
41, ?, 9th, ?, Hong, <=50K
52, Local-gov, Masters, Prof-specialty, United-States, <=50K
57, Self-emp-inc, Some-college, Prof-specialty, United-States, <=50K
48, Private, Some-college, Adm-clerical, United-States, <=50K
58, Private, HS-grad, Exec-managerial, United-States, >50K
35, Self-emp-not-inc, 9th, Craft-repair, United-States, <=50K
40, Private, HS-grad, Exec-managerial, United-States, <=50K
30, Private, HS-grad, Sales, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Exec-managerial, Outlying-US(Guam-USVI-etc), <=50K
46, Self-emp-not-inc, HS-grad, Prof-specialty, United-States, <=50K
26, Federal-gov, Some-college, Adm-clerical, United-States, <=50K
50, Federal-gov, Bachelors, Prof-specialty, United-States, <=50K
22, Private, HS-grad, Transport-moving, United-States, >50K
36, Private, Masters, Tech-support, India, <=50K
30, Private, HS-grad, Sales, United-States, >50K
58, Private, Assoc-acdm, Exec-managerial, United-States, >50K
17, ?, 11th, ?, United-States, <=50K
72, Private, Assoc-voc, Other-service, United-States, <=50K
19, Private, HS-grad, Adm-clerical, United-States, <=50K
29, Private, 7th-8th, Other-service, Mexico, <=50K
20, ?, HS-grad, ?, United-States, <=50K
30, Private, Some-college, Craft-repair, United-States, <=50K
47, Self-emp-not-inc, Some-college, Other-service, United-States, <=50K
51, Private, Some-college, Prof-specialty, United-States, >50K
26, Private, 10th, Handlers-cleaners, United-States, <=50K
24, Private, Some-college, Exec-managerial, United-States, <=50K
44, Private, Masters, Sales, Iran, <=50K
43, Private, HS-grad, Exec-managerial, United-States, >50K
35, Private, Bachelors, Exec-managerial, United-States, <=50K
51, Private, HS-grad, Tech-support, United-States, >50K
41, Private, HS-grad, Exec-managerial, United-States, >50K
38, Private, Some-college, Adm-clerical, United-States, <=50K
39, State-gov, HS-grad, Adm-clerical, United-States, <=50K
54, Private, 10th, Sales, Italy, <=50K
62, Private, HS-grad, Craft-repair, United-States, <=50K
45, Private, Doctorate, Exec-managerial, United-States, <=50K
30, Private, HS-grad, Exec-managerial, Jamaica, <=50K
32, Private, HS-grad, Craft-repair, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Other-service, United-States, <=50K
84, Local-gov, Assoc-voc, Adm-clerical, United-States, <=50K
46, Private, Bachelors, Prof-specialty, United-States, <=50K
67, Local-gov, Masters, Adm-clerical, United-States, <=50K
29, Private, Bachelors, Prof-specialty, United-States, >50K
33, Private, Assoc-voc, Exec-managerial, United-States, >50K
23, Private, Some-college, Tech-support, United-States, <=50K
63, ?, HS-grad, ?, United-States, >50K
55, ?, HS-grad, ?, United-States, <=50K
42, State-gov, Prof-school, Prof-specialty, United-States, <=50K
17, Private, 11th, Other-service, United-States, <=50K
60, Private, 5th-6th, Transport-moving, United-States, <=50K
31, Private, 12th, Transport-moving, United-States, <=50K
28, Private, 7th-8th, Adm-clerical, Portugal, <=50K
31, Private, 9th, Handlers-cleaners, United-States, <=50K
65, ?, Bachelors, ?, United-States, >50K
31, Private, Bachelors, Exec-managerial, United-States, >50K
61, Private, HS-grad, Handlers-cleaners, United-States, <=50K
43, State-gov, Prof-school, Prof-specialty, United-States, >50K
40, State-gov, Some-college, Adm-clerical, United-States, <=50K
39, Private, HS-grad, Exec-managerial, United-States, <=50K
37, Local-gov, Some-college, Adm-clerical, United-States, <=50K
47, Private, Some-college, Craft-repair, United-States, <=50K
45, Federal-gov, Some-college, Transport-moving, United-States, >50K
30, Private, HS-grad, Craft-repair, United-States, <=50K
30, Self-emp-not-inc, Prof-school, Prof-specialty, United-States, <=50K
49, Private, Some-college, Prof-specialty, United-States, >50K
51, Local-gov, HS-grad, Craft-repair, United-States, >50K
31, Private, Bachelors, Prof-specialty, United-States, >50K
48, Self-emp-inc, Bachelors, Exec-managerial, United-States, >50K
20, Private, Some-college, Adm-clerical, United-States, <=50K
32, Private, HS-grad, Exec-managerial, United-States, >50K
31, ?, Some-college, ?, United-States, <=50K
19, Private, HS-grad, Adm-clerical, United-States, <=50K
50, Private, Masters, Exec-managerial, United-States, <=50K
33, Private, HS-grad, Exec-managerial, United-States, <=50K
25, ?, Bachelors, ?, United-States, <=50K
49, Private, HS-grad, Craft-repair, United-States, <=50K
30, Private, Some-college, Transport-moving, United-States, <=50K
23, Private, Bachelors, Sales, United-States, <=50K
44, Private, Doctorate, Exec-managerial, United-States, >50K
24, Private, Assoc-voc, Sales, United-States, <=50K
28, Private, Assoc-voc, Adm-clerical, United-States, <=50K
56, Private, HS-grad, Adm-clerical, United-States, <=50K
38, Private, HS-grad, Adm-clerical, United-States, <=50K
20, Private, Some-college, Adm-clerical, United-States, <=50K
82, Private, HS-grad, Exec-managerial, United-States, <=50K
52, Federal-gov, Bachelors, Protective-serv, United-States, >50K
32, Private, Some-college, Craft-repair, United-States, <=50K
37, Private, Assoc-voc, Prof-specialty, United-States, <=50K
36, Private, Bachelors, Prof-specialty, United-States, >50K
39, Private, Bachelors, Adm-clerical, United-States, >50K
30, Private, HS-grad, Craft-repair, United-States, <=50K
49, Local-gov, HS-grad, Protective-serv, United-States, <=50K
40, Local-gov, Assoc-voc, Exec-managerial, United-States, <=50K
42, Private, 11th, Transport-moving, United-States, <=50K
35, Private, Bachelors, Prof-specialty, United-States, <=50K
39, Private, HS-grad, Other-service, United-States, <=50K
32, Local-gov, Assoc-voc, Craft-repair, United-States, <=50K
22, Private, 11th, Craft-repair, United-States, <=50K
53, Local-gov, Some-college, Adm-clerical, United-States, <=50K
25, Private, HS-grad, Adm-clerical, United-States, <=50K
17, Never-worked, 10th, ?, United-States, <=50K
44, Private, HS-grad, Craft-repair, United-States, >50K
52, Private, Masters, Prof-specialty, United-States, >50K
42, State-gov, HS-grad, Transport-moving, United-States, <=50K
34, Private, 11th, Transport-moving, United-States, <=50K
27, Private, Some-college, Machine-op-inspct, United-States, <=50K
37, Private, HS-grad, Machine-op-inspct, United-States, <=50K
39, State-gov, Masters, Prof-specialty, United-States, >50K
26, Private, HS-grad, Prof-specialty, United-States, <=50K
48, Private, Masters, Exec-managerial, United-States, >50K
57, Private, HS-grad, Sales, United-States, <=50K
36, Self-emp-not-inc, Assoc-voc, Exec-managerial, United-States, <=50K
27, Private, Bachelors, Sales, United-States, <=50K
17, Private, 11th, Handlers-cleaners, United-States, <=50K
30, Private, 5th-6th, Craft-repair, Mexico, <=50K
37, Private, Assoc-voc, Adm-clerical, United-States, >50K
31, Local-gov, Bachelors, Sales, United-States, <=50K
23, Private, Assoc-acdm, Adm-clerical, United-States, <=50K
32, Private, 10th, Craft-repair, United-States, <=50K
58, Private, HS-grad, Sales, United-States, >50K
31, Private, HS-grad, Other-service, United-States, <=50K
44, Private, Bachelors, Exec-managerial, United-States, >50K
39, Federal-gov, Bachelors, Tech-support, United-States, <=50K
59, Private, HS-grad, Craft-repair, United-States, >50K
42, Private, Bachelors, Transport-moving, United-States, >50K
45, Private, HS-grad, Adm-clerical, United-States, <=50K
20, Private, HS-grad, Craft-repair, United-States, <=50K
35, Private, HS-grad, Adm-clerical, United-States, <=50K
50, Private, Assoc-acdm, Tech-support, United-States, <=50K
56, Private, HS-grad, Handlers-cleaners, United-States, <=50K
48, Private, Assoc-voc, Sales, United-States, >50K
58, Self-emp-not-inc, Masters, Other-service, United-States, <=50K
32, Private, Assoc-voc, Craft-repair, United-States, <=50K
23, Private, Some-college, Sales, United-States, <=50K
48, Private, HS-grad, Machine-op-inspct, United-States, <=50K
33, Private, HS-grad, Protective-serv, United-States, <=50K
48, Private, Bachelors, Prof-specialty, Mexico, <=50K
55, Private, HS-grad, Other-service, Italy, <=50K
40, Local-gov, Assoc-voc, Exec-managerial, United-States, <=50K
50, Private, Some-college, Prof-specialty, United-States, <=50K
52, Self-emp-not-inc, 10th, Craft-repair, United-States, <=50K
19, Private, HS-grad, Other-service, United-States, <=50K
55, Self-emp-not-inc, 10th, Sales, United-States, >50K
36, Self-emp-not-inc, Prof-school, Sales, United-States, >50K
39, Private, Bachelors, Prof-specialty, Philippines, >50K
22, Private, Some-college, Adm-clerical, United-States, <=50K
44, Private, Bachelors, Exec-managerial, United-States, >50K
34, Private, HS-grad, Craft-repair, United-States, <=50K
33, Private, Some-college, Other-service, United-States, <=50K
55, Private, Masters, Prof-specialty, United-States, >50K
35, Private, Masters, Exec-managerial, United-States, >50K
50, Private, 11th, Machine-op-inspct, United-States, <=50K
43, Private, Some-college, Adm-clerical, United-States, <=50K
29, Private, Assoc-voc, Tech-support, United-States, <=50K
56, Private, Some-college, Transport-moving, United-States, <=50K
33, Private, Bachelors, Prof-specialty, United-States, >50K
24, Private, HS-grad, Sales, United-States, <=50K
46, Private, Assoc-voc, Sales, United-States, <=50K
60, Self-emp-inc, HS-grad, Adm-clerical, United-States, >50K
48, Self-emp-inc, Masters, Other-service, United-States, <=50K
65, Local-gov, 11th, Transport-moving, United-States, <=50K
29, Private, HS-grad, Handlers-cleaners, United-States, <=50K
42, Private, HS-grad, Transport-moving, United-States, <=50K
44, Private, Prof-school, Prof-specialty, United-States, >50K
73, Self-emp-not-inc, Some-college, Sales, United-States, >50K
21, Private, Some-college, Tech-support, United-States, <=50K
32, Self-emp-inc, HS-grad, Farming-fishing, United-States, >50K
43, Federal-gov, Masters, Protective-serv, United-States, >50K
